State Name,county Name,State Code,County Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
California,Butte,6,7,12/31/2017,110,Unhealthy for Sensitive Groups,PM2.5,06-007-0008,4
California,Colusa,6,11,1/1/2017,35,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,1/2/2017,34,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/3/2017,33,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/4/2017,32,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/5/2017,31,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/6/2017,29,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/7/2017,31,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/8/2017,33,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/9/2017,35,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/10/2017,38,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/11/2017,38,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/12/2017,29,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/13/2017,33,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/14/2017,30,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,1/15/2017,56,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,1/16/2017,53,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,1/17/2017,61,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,1/18/2017,68,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,1/19/2017,35,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/20/2017,39,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/21/2017,37,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/22/2017,37,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/23/2017,36,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/24/2017,34,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/25/2017,30,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,1/26/2017,29,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/27/2017,33,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/28/2017,30,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/29/2017,28,Good,Ozone,06-011-1002,2
California,Colusa,6,11,1/30/2017,44,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,1/31/2017,48,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,2/1/2017,47,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,2/2/2017,31,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,2/3/2017,37,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/4/2017,35,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/5/2017,32,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/6/2017,38,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/7/2017,35,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/8/2017,17,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/9/2017,35,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/10/2017,35,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/11/2017,36,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/12/2017,35,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/13/2017,44,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,2/14/2017,30,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/15/2017,56,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,2/16/2017,43,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/17/2017,34,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/18/2017,39,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/19/2017,38,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/20/2017,45,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/21/2017,44,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/22/2017,39,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/23/2017,39,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/24/2017,34,Good,Ozone,06-011-1002,1
California,Colusa,6,11,2/25/2017,40,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/26/2017,39,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/27/2017,38,Good,Ozone,06-011-1002,2
California,Colusa,6,11,2/28/2017,40,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/1/2017,36,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/2/2017,41,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/3/2017,37,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,3/4/2017,42,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/5/2017,44,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/6/2017,38,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/7/2017,34,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/8/2017,37,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/9/2017,30,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/10/2017,28,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/11/2017,35,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/12/2017,35,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/13/2017,36,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/14/2017,41,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/15/2017,30,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,3/16/2017,25,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/17/2017,35,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/18/2017,30,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/19/2017,28,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/20/2017,31,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/21/2017,41,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/22/2017,40,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/23/2017,38,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/24/2017,37,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/25/2017,41,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/26/2017,40,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/27/2017,38,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/28/2017,47,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/29/2017,38,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/30/2017,44,Good,Ozone,06-011-1002,2
California,Colusa,6,11,3/31/2017,42,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/1/2017,42,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/2/2017,42,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/3/2017,45,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/4/2017,44,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/5/2017,43,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/6/2017,44,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/7/2017,42,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/8/2017,44,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/9/2017,41,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/10/2017,44,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/11/2017,38,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/12/2017,42,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/13/2017,43,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/14/2017,42,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/15/2017,41,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/16/2017,40,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/17/2017,31,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/18/2017,38,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/19/2017,44,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/20/2017,43,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/21/2017,46,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/22/2017,39,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/23/2017,37,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/24/2017,39,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/25/2017,42,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/26/2017,27,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/27/2017,49,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/28/2017,47,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/29/2017,48,Good,Ozone,06-011-1002,2
California,Colusa,6,11,4/30/2017,19,Good,PM2.5,06-011-0007,1
California,Colusa,6,11,5/1/2017,15,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,5/2/2017,13,Good,PM2.5,06-011-0007,1
California,Colusa,6,11,5/3/2017,39,Good,Ozone,06-011-1002,2
California,Colusa,6,11,5/4/2017,44,Good,Ozone,06-011-1002,2
California,Colusa,6,11,5/5/2017,30,Good,Ozone,06-011-1002,2
California,Colusa,6,11,5/6/2017,40,Good,Ozone,06-011-1002,2
California,Colusa,6,11,5/7/2017,52,Moderate,PM10,06-011-1002,2
California,Colusa,6,11,5/8/2017,47,Good,Ozone,06-011-1002,2
California,Colusa,6,11,5/9/2017,47,Good,PM10,06-011-1002,2
California,Colusa,6,11,5/10/2017,44,Good,PM10,06-011-1002,2
California,Colusa,6,11,5/11/2017,32,Good,Ozone,06-011-1002,2
California,Colusa,6,11,5/12/2017,37,Good,Ozone,06-011-1002,2
California,Colusa,6,11,5/13/2017,40,Good,Ozone,06-011-1002,2
California,Colusa,6,11,5/14/2017,35,Good,Ozone,06-011-1002,1
California,Colusa,6,11,5/15/2017,38,Good,Ozone,06-011-1002,1
California,Colusa,6,11,5/16/2017,31,Good,Ozone,06-011-1002,1
California,Colusa,6,11,5/17/2017,21,Good,PM2.5,06-011-0007,2
California,Colusa,6,11,5/18/2017,20,Good,PM10,06-011-1002,2
California,Colusa,6,11,5/19/2017,23,Good,PM10,06-011-1002,2
California,Colusa,6,11,5/20/2017,23,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,5/21/2017,40,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,5/22/2017,33,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,5/23/2017,38,Good,PM10,06-011-1002,2
California,Colusa,6,11,5/24/2017,44,Good,PM10,06-011-1002,2
California,Colusa,6,11,5/25/2017,40,Good,Ozone,06-011-1002,2
California,Colusa,6,11,5/26/2017,44,Good,Ozone,06-011-1002,2
California,Colusa,6,11,5/27/2017,47,Good,Ozone,06-011-1002,2
California,Colusa,6,11,5/28/2017,51,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,5/29/2017,54,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,5/30/2017,37,Good,Ozone,06-011-1002,2
California,Colusa,6,11,5/31/2017,41,Good,Ozone,06-011-1002,2
California,Colusa,6,11,6/1/2017,39,Good,Ozone,06-011-1002,1
California,Colusa,6,11,6/2/2017,45,Good,Ozone,06-011-1002,1
California,Colusa,6,11,6/3/2017,50,Good,Ozone,06-011-1002,2
California,Colusa,6,11,6/4/2017,48,Good,Ozone,06-011-1002,2
California,Colusa,6,11,6/5/2017,27,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,6/6/2017,35,Good,PM10,06-011-1002,2
California,Colusa,6,11,6/7/2017,38,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,6/8/2017,15,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,6/9/2017,25,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,6/10/2017,19,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,6/11/2017,11,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,6/12/2017,19,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,6/13/2017,138,Unhealthy for Sensitive Groups,PM2.5,06-011-0007,2
California,Colusa,6,11,6/14/2017,25,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,6/15/2017,32,Good,Ozone,06-011-1002,2
California,Colusa,6,11,6/16/2017,18,Good,PM10,06-011-1002,2
California,Colusa,6,11,6/17/2017,21,Good,PM10,06-011-1002,2
California,Colusa,6,11,6/18/2017,27,Good,PM10,06-011-1002,2
California,Colusa,6,11,6/19/2017,35,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,6/20/2017,53,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,6/21/2017,40,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,6/22/2017,52,Moderate,PM10,06-011-1002,2
California,Colusa,6,11,6/23/2017,51,Moderate,PM10,06-011-1002,2
California,Colusa,6,11,6/24/2017,36,Good,PM10,06-011-1002,2
California,Colusa,6,11,6/25/2017,19,Good,PM10,06-011-1002,2
California,Colusa,6,11,6/26/2017,37,Good,Ozone,06-011-1002,2
California,Colusa,6,11,6/27/2017,38,Good,Ozone,06-011-1002,2
California,Colusa,6,11,6/28/2017,45,Good,Ozone,06-011-1002,2
California,Colusa,6,11,6/29/2017,39,Good,PM10,06-011-1002,2
California,Colusa,6,11,6/30/2017,43,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,7/1/2017,50,Good,Ozone,06-011-1002,2
California,Colusa,6,11,7/2/2017,35,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,7/3/2017,27,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,7/4/2017,32,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,7/5/2017,48,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,7/6/2017,42,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,7/7/2017,30,Good,PM10,06-011-1002,2
California,Colusa,6,11,7/8/2017,26,Good,PM10,06-011-1002,2
California,Colusa,6,11,7/9/2017,24,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,7/10/2017,38,Good,PM10,06-011-1002,2
California,Colusa,6,11,7/11/2017,38,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,7/12/2017,43,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,7/13/2017,37,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,7/14/2017,32,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,7/15/2017,38,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,7/16/2017,16,Good,PM10,06-011-1002,2
California,Colusa,6,11,7/17/2017,71,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,7/18/2017,44,Good,Ozone,06-011-1002,2
California,Colusa,6,11,7/19/2017,51,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,7/20/2017,74,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,7/21/2017,45,Good,Ozone,06-011-1002,2
California,Colusa,6,11,7/22/2017,48,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,7/23/2017,71,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,7/24/2017,46,Good,Ozone,06-011-1002,2
California,Colusa,6,11,7/25/2017,58,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,7/26/2017,54,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,7/27/2017,54,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,7/28/2017,61,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,7/29/2017,48,Good,Ozone,06-011-1002,2
California,Colusa,6,11,7/30/2017,46,Good,Ozone,06-011-1002,2
California,Colusa,6,11,7/31/2017,46,Good,Ozone,06-011-1002,2
California,Colusa,6,11,8/1/2017,71,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,8/2/2017,93,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,8/3/2017,61,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,8/4/2017,0,Good,PM2.5,06-011-0007,1
California,Colusa,6,11,8/5/2017,35,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,8/6/2017,0,Good,PM2.5,06-011-0007,1
California,Colusa,6,11,8/7/2017,0,Good,PM2.5,06-011-0007,1
California,Colusa,6,11,8/8/2017,0,Good,PM2.5,06-011-0007,1
California,Colusa,6,11,8/9/2017,0,Good,PM2.5,06-011-0007,1
California,Colusa,6,11,8/10/2017,7,Good,PM2.5,06-011-0007,1
California,Colusa,6,11,8/11/2017,52,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,8/12/2017,46,Good,Ozone,06-011-1002,2
California,Colusa,6,11,8/13/2017,40,Good,Ozone,06-011-1002,2
California,Colusa,6,11,8/14/2017,31,Good,Ozone,06-011-1002,2
California,Colusa,6,11,8/15/2017,43,Good,Ozone,06-011-1002,2
California,Colusa,6,11,8/16/2017,46,Good,Ozone,06-011-1002,2
California,Colusa,6,11,8/17/2017,51,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,8/18/2017,54,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,8/19/2017,74,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,8/20/2017,54,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,8/21/2017,44,Good,Ozone,06-011-1002,2
California,Colusa,6,11,8/22/2017,67,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,8/23/2017,74,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,8/24/2017,62,Moderate,PM2.5,06-011-0007,2
California,Colusa,6,11,8/25/2017,50,Good,Ozone,06-011-1002,1
California,Colusa,6,11,8/26/2017,47,Good,Ozone,06-011-1002,2
California,Colusa,6,11,8/27/2017,40,Good,Ozone,06-011-1002,2
California,Colusa,6,11,8/28/2017,44,Good,Ozone,06-011-1002,2
California,Colusa,6,11,8/29/2017,59,Moderate,PM2.5,06-011-1002,1
California,Colusa,6,11,8/30/2017,49,Good,Ozone,06-011-1002,1
California,Colusa,6,11,8/31/2017,124,Unhealthy for Sensitive Groups,PM2.5,06-011-1002,1
California,Colusa,6,11,9/1/2017,139,Unhealthy for Sensitive Groups,PM2.5,06-011-1002,2
California,Colusa,6,11,9/2/2017,111,Unhealthy for Sensitive Groups,PM2.5,06-011-1002,2
California,Colusa,6,11,9/3/2017,103,Unhealthy for Sensitive Groups,PM2.5,06-011-1002,2
California,Colusa,6,11,9/4/2017,106,Unhealthy for Sensitive Groups,PM2.5,06-011-0007,2
California,Colusa,6,11,9/5/2017,69,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,9/6/2017,56,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,9/7/2017,45,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,9/8/2017,57,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,9/9/2017,54,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,9/10/2017,58,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,9/11/2017,67,Moderate,Ozone,06-011-1002,2
California,Colusa,6,11,9/12/2017,53,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,9/13/2017,43,Good,Ozone,06-011-1002,2
California,Colusa,6,11,9/14/2017,35,Good,Ozone,06-011-1002,2
California,Colusa,6,11,9/15/2017,56,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,9/16/2017,66,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,9/17/2017,70,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,9/18/2017,30,Good,PM10,06-011-1002,2
California,Colusa,6,11,9/19/2017,47,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,9/20/2017,27,Good,Ozone,06-011-1002,2
California,Colusa,6,11,9/21/2017,32,Good,Ozone,06-011-1002,2
California,Colusa,6,11,9/22/2017,35,Good,Ozone,06-011-1002,2
California,Colusa,6,11,9/23/2017,32,Good,Ozone,06-011-1002,2
California,Colusa,6,11,9/24/2017,33,Good,Ozone,06-011-1002,2
California,Colusa,6,11,9/25/2017,38,Good,Ozone,06-011-1002,2
California,Colusa,6,11,9/26/2017,35,Good,Ozone,06-011-1002,2
California,Colusa,6,11,9/27/2017,43,Good,Ozone,06-011-1002,2
California,Colusa,6,11,9/28/2017,63,Moderate,PM10,06-011-1002,2
California,Colusa,6,11,9/29/2017,44,Good,PM10,06-011-1002,2
California,Colusa,6,11,9/30/2017,38,Good,PM10,06-011-1002,2
California,Colusa,6,11,10/1/2017,66,Moderate,PM10,06-011-1002,2
California,Colusa,6,11,10/2/2017,37,Good,Ozone,06-011-1002,2
California,Colusa,6,11,10/3/2017,42,Good,PM10,06-011-1002,2
California,Colusa,6,11,10/4/2017,56,Moderate,PM10,06-011-1002,2
California,Colusa,6,11,10/5/2017,60,Moderate,PM10,06-011-1002,2
California,Colusa,6,11,10/6/2017,62,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,10/7/2017,74,Moderate,PM10,06-011-1002,2
California,Colusa,6,11,10/8/2017,79,Moderate,PM10,06-011-1002,2
California,Colusa,6,11,10/9/2017,70,Moderate,PM2.5,06-011-0007,2
California,Colusa,6,11,10/10/2017,193,Unhealthy,PM2.5,06-011-0007,2
California,Colusa,6,11,10/11/2017,106,Unhealthy for Sensitive Groups,PM2.5,06-011-0007,2
California,Colusa,6,11,10/12/2017,46,Good,PM10,06-011-1002,2
California,Colusa,6,11,10/13/2017,18,Good,PM2.5,06-011-0007,1
California,Colusa,6,11,10/14/2017,7,Good,PM2.5,06-011-0007,1
California,Colusa,6,11,10/15/2017,8,Good,PM2.5,06-011-0007,1
California,Colusa,6,11,10/16/2017,62,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,10/17/2017,71,Moderate,PM10,06-011-1002,2
California,Colusa,6,11,10/18/2017,66,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,10/19/2017,36,Good,PM10,06-011-1002,2
California,Colusa,6,11,10/20/2017,31,Good,Ozone,06-011-1002,2
California,Colusa,6,11,10/21/2017,34,Good,Ozone,06-011-1002,2
California,Colusa,6,11,10/22/2017,30,Good,Ozone,06-011-1002,2
California,Colusa,6,11,10/23/2017,32,Good,Ozone,06-011-1002,2
California,Colusa,6,11,10/24/2017,35,Good,Ozone,06-011-1002,2
California,Colusa,6,11,10/25/2017,84,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,10/26/2017,62,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,10/27/2017,54,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,10/28/2017,58,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,10/29/2017,53,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,10/30/2017,58,Moderate,PM2.5,06-011-0007,2
California,Colusa,6,11,10/31/2017,55,Moderate,PM2.5,06-011-0007,2
California,Colusa,6,11,11/1/2017,64,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,11/2/2017,47,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,11/3/2017,47,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,11/4/2017,29,Good,Ozone,06-011-1002,2
California,Colusa,6,11,11/5/2017,29,Good,Ozone,06-011-1002,2
California,Colusa,6,11,11/6/2017,45,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,11/7/2017,54,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,11/8/2017,62,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,11/9/2017,33,Good,Ozone,06-011-1002,2
California,Colusa,6,11,11/10/2017,27,Good,Ozone,06-011-1002,2
California,Colusa,6,11,11/11/2017,28,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,11/12/2017,38,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,11/13/2017,28,Good,Ozone,06-011-1002,2
California,Colusa,6,11,11/14/2017,31,Good,Ozone,06-011-1002,2
California,Colusa,6,11,11/15/2017,29,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,11/16/2017,31,Good,Ozone,06-011-1002,2
California,Colusa,6,11,11/17/2017,32,Good,Ozone,06-011-1002,2
California,Colusa,6,11,11/18/2017,28,Good,Ozone,06-011-1002,2
California,Colusa,6,11,11/19/2017,24,Good,Ozone,06-011-1002,2
California,Colusa,6,11,11/20/2017,34,Good,PM2.5,06-011-0007,2
California,Colusa,6,11,11/21/2017,23,Good,Ozone,06-011-1002,2
California,Colusa,6,11,11/22/2017,28,Good,PM2.5,06-011-0007,2
California,Colusa,6,11,11/23/2017,40,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,11/24/2017,57,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,11/25/2017,48,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,11/26/2017,54,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,11/27/2017,33,Good,Ozone,06-011-1002,2
California,Colusa,6,11,11/28/2017,31,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,11/29/2017,30,Good,Ozone,06-011-1002,2
California,Colusa,6,11,11/30/2017,44,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,12/1/2017,63,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,12/2/2017,68,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,12/3/2017,31,Good,Ozone,06-011-1002,2
California,Colusa,6,11,12/4/2017,31,Good,Ozone,06-011-1002,2
California,Colusa,6,11,12/5/2017,31,Good,Ozone,06-011-1002,2
California,Colusa,6,11,12/6/2017,47,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,12/7/2017,49,Good,PM2.5,06-011-1002,2
California,Colusa,6,11,12/8/2017,79,Moderate,PM2.5,06-011-1002,2
California,Colusa,6,11,12/9/2017,71,Moderate,PM2.5,06-011-1002,2
